fname,old,label
B01_C01_0246.png,2440.png,frog
B01_C01_0247.png,2476.png,frog
B01_C01_0248.png,2480.png,frog
B01_C01_0249.png,2495.png,frog
B01_C01_0250.png,2504.png,frog
B01_C01_0251.png,2511.png,frog
B01_C01_0252.png,2518.png,frog
B01_C01_0253.png,2520.png,frog
B01_C01_0254.png,2537.png,frog
B01_C01_0255.png,2543.png,frog
B01_C01_0256.png,2557.png,frog
B01_C01_0257.png,2567.png,frog
B01_C01_0258.png,2572.png,frog
B01_C01_0259.png,2584.png,frog
B01_C01_0260.png,2597.png,frog
B01_C01_0261.png,2603.png,frog
B01_C01_0262.png,2606.png,frog
B01_C01_0263.png,2608.png,frog
B01_C01_0264.png,2619.png,frog
B01_C01_0265.png,2624.png,frog
B01_C01_0266.png,2626.png,frog
B01_C01_0267.png,2632.png,frog
B01_C01_0268.png,2639.png,frog
B01_C01_0269.png,2651.png,frog
B01_C01_0270.png,2654.png,frog
B01_C01_0271.png,2675.png,frog
B01_C01_0272.png,2682.png,frog
B01_C01_0273.png,2685.png,frog
B01_C01_0274.png,2691.png,frog
B01_C01_0275.png,2695.png,frog
B01_C01_0276.png,2698.png,frog
B01_C01_0277.png,2714.png,frog
B01_C01_0278.png,2730.png,frog
B01_C01_0279.png,2752.png,frog
B01_C01_0280.png,2775.png,frog
B01_C01_0281.png,2778.png,frog
B01_C01_0282.png,2787.png,frog
B01_C01_0283.png,2797.png,frog
B01_C01_0284.png,2811.png,frog
B01_C01_0285.png,2823.png,frog
B01_C01_0286.png,2832.png,frog
B01_C01_0287.png,2837.png,frog
B01_C01_0288.png,2867.png,frog
B01_C01_0289.png,2872.png,frog
B01_C01_0290.png,2873.png,frog
B01_C01_0291.png,2875.png,frog
B01_C01_0292.png,2889.png,frog
B01_C01_0293.png,2894.png,frog
B01_C01_0294.png,2899.png,frog
B01_C01_0295.png,2910.png,frog
B01_C01_0296.png,2916.png,frog
B01_C01_0297.png,2925.png,frog
B01_C01_0298.png,2926.png,frog
B01_C01_0299.png,2938.png,frog
B01_C01_0300.png,2940.png,frog
B01_C01_0301.png,2942.png,frog
B01_C01_0302.png,2956.png,frog
B01_C01_0303.png,2966.png,frog
B01_C01_0304.png,2969.png,frog
B01_C01_0305.png,2971.png,frog
B01_C01_0306.png,2973.png,frog
B01_C01_0307.png,2979.png,frog
B01_C01_0308.png,2990.png,frog
B01_C01_0309.png,2993.png,frog
B01_C01_0310.png,2998.png,frog
B01_C01_0311.png,2999.png,frog
B01_C01_0312.png,3005.png,frog
B01_C01_0313.png,3011.png,frog
B01_C01_0314.png,3019.png,frog
B01_C01_0315.png,3034.png,frog
B01_C01_0316.png,3042.png,frog
B01_C01_0317.png,3049.png,frog
B01_C01_0318.png,3071.png,frog
B01_C01_0319.png,3092.png,frog
B01_C01_0320.png,3096.png,frog
B01_C01_0321.png,3097.png,frog
B01_C01_0322.png,3099.png,frog
B01_C01_0323.png,3107.png,frog
B01_C01_0324.png,3112.png,frog
B01_C01_0325.png,3123.png,frog
B01_C01_0326.png,3140.png,frog
B01_C01_0327.png,3155.png,frog
B01_C01_0328.png,3169.png,frog
B01_C01_0329.png,3193.png,frog
B01_C01_0330.png,3201.png,frog
B01_C01_0331.png,3204.png,frog
B01_C01_0332.png,3208.png,frog
B01_C01_0333.png,3224.png,frog
B01_C01_0334.png,3228.png,frog
B01_C01_0335.png,3242.png,frog
B01_C01_0336.png,3244.png,frog
B01_C01_0337.png,3263.png,frog
B01_C01_0338.png,3267.png,frog
B01_C01_0339.png,3291.png,frog
B01_C01_0340.png,3308.png,frog
B01_C01_0341.png,3312.png,frog
B01_C01_0342.png,3324.png,frog
B01_C01_0343.png,3342.png,frog
B01_C01_0344.png,3370.png,frog
B01_C01_0345.png,3402.png,frog
B01_C01_0346.png,3404.png,frog
B01_C01_0347.png,3412.png,frog
B01_C01_0348.png,3413.png,frog
B01_C01_0349.png,3436.png,frog
B01_C01_0350.png,3438.png,frog
B01_C01_0351.png,3440.png,frog
B01_C01_0352.png,3459.png,frog
B01_C01_0353.png,3471.png,frog
B01_C01_0354.png,3501.png,frog
B01_C01_0355.png,3505.png,frog
B01_C01_0356.png,3522.png,frog
B01_C01_0357.png,3526.png,frog
B01_C01_0358.png,3529.png,frog
B01_C01_0359.png,3531.png,frog
B01_C01_0360.png,3533.png,frog
B01_C01_0361.png,3555.png,frog
B01_C01_0362.png,3564.png,frog
B01_C01_0363.png,3568.png,frog
B01_C01_0364.png,3589.png,frog
B01_C01_0365.png,3590.png,frog
B01_C01_0366.png,3591.png,frog
B01_C01_0367.png,3594.png,frog
B01_C01_0368.png,3604.png,frog
B01_C01_0369.png,3622.png,frog
B01_C01_0370.png,3632.png,frog
B01_C01_0371.png,3637.png,frog
B01_C01_0372.png,3656.png,frog
B01_C01_0373.png,3657.png,frog
B01_C01_0374.png,3677.png,frog
B01_C01_0375.png,3683.png,frog
B01_C01_0376.png,3684.png,frog
B01_C01_0377.png,3687.png,frog
B01_C01_0378.png,3699.png,frog
B01_C01_0379.png,3708.png,frog
B01_C01_0380.png,3711.png,frog
B01_C01_0381.png,3713.png,frog
B01_C01_0382.png,3717.png,frog
B01_C01_0383.png,3725.png,frog
B01_C01_0384.png,3730.png,frog
B01_C01_0385.png,3731.png,frog
B01_C01_0386.png,3740.png,frog
B01_C01_0387.png,3743.png,frog
B01_C01_0388.png,3755.png,frog
B01_C01_0389.png,3776.png,frog
B01_C01_0390.png,3781.png,frog
B01_C01_0391.png,3784.png,frog
B01_C01_0392.png,3805.png,frog
B01_C01_0393.png,3806.png,frog
B01_C01_0394.png,3810.png,frog
B01_C01_0395.png,3824.png,frog
B01_C01_0396.png,3826.png,frog
B01_C01_0397.png,3827.png,frog
B01_C01_0398.png,3834.png,frog
B01_C01_0399.png,3842.png,frog
B01_C01_0400.png,3850.png,frog
B01_C01_0401.png,3862.png,frog
B01_C01_0402.png,3866.png,frog
B01_C01_0403.png,3874.png,frog
B01_C01_0404.png,3893.png,frog
B01_C01_0405.png,3913.png,frog
B01_C01_0406.png,3927.png,frog
B01_C01_0407.png,3943.png,frog
B01_C01_0408.png,3944.png,frog
B01_C01_0409.png,3948.png,frog
B01_C01_0410.png,3977.png,frog
B01_C01_0411.png,3987.png,frog
B01_C01_0412.png,3992.png,frog
B01_C01_0413.png,3995.png,frog
B01_C01_0414.png,4016.png,frog
B01_C01_0415.png,4023.png,frog
B01_C01_0416.png,4027.png,frog
B01_C01_0417.png,4032.png,frog
B01_C01_0418.png,4036.png,frog
B01_C01_0419.png,4063.png,frog
B01_C01_0420.png,4065.png,frog
B01_C01_0421.png,4078.png,frog
B01_C01_0422.png,4083.png,frog
B01_C01_0423.png,4087.png,frog
B01_C01_0424.png,4095.png,frog
B01_C01_0425.png,4096.png,frog
B01_C01_0426.png,4106.png,frog
B01_C01_0427.png,4119.png,frog
B01_C01_0428.png,4124.png,frog
B01_C01_0429.png,4127.png,frog
B01_C01_0430.png,4131.png,frog
B01_C01_0431.png,4144.png,frog
B01_C01_0432.png,4145.png,frog
B01_C01_0433.png,4148.png,frog
B01_C01_0434.png,4149.png,frog
B01_C01_0435.png,4153.png,frog
B01_C01_0436.png,4168.png,frog
B01_C01_0437.png,4182.png,frog
B01_C01_0438.png,4191.png,frog
B01_C01_0439.png,4195.png,frog
B01_C01_0440.png,4202.png,frog
B01_C01_0441.png,4209.png,frog
B01_C01_0442.png,4218.png,frog
B01_C01_0443.png,4235.png,frog
B01_C01_0444.png,4236.png,frog
B01_C01_0445.png,4268.png,frog
B01_C01_0446.png,4277.png,frog
B01_C01_0447.png,4279.png,frog
B01_C01_0448.png,4280.png,frog
B01_C01_0449.png,4285.png,frog
B01_C01_0450.png,4310.png,frog
B01_C01_0451.png,4325.png,frog
B01_C01_0452.png,4378.png,frog
B01_C01_0453.png,4390.png,frog
B01_C01_0454.png,4392.png,frog
B01_C01_0455.png,4404.png,frog
B01_C01_0456.png,4405.png,frog
B01_C01_0457.png,4410.png,frog
B01_C01_0458.png,4416.png,frog
B01_C01_0459.png,4418.png,frog
B01_C01_0460.png,4422.png,frog
B01_C01_0461.png,4431.png,frog
B01_C01_0462.png,4435.png,frog
B01_C01_0463.png,4441.png,frog
B01_C01_0464.png,4451.png,frog
B01_C01_0465.png,4453.png,frog
B01_C01_0466.png,4489.png,frog
B01_C01_0467.png,4547.png,frog
B01_C01_0468.png,4551.png,frog
B01_C01_0469.png,4569.png,frog
B01_C01_0470.png,4571.png,frog
B01_C01_0471.png,4591.png,frog
B01_C01_0472.png,4597.png,frog
B01_C01_0473.png,4606.png,frog
B01_C01_0474.png,4607.png,frog
B01_C01_0475.png,4638.png,frog
B01_C01_0476.png,4645.png,frog
B01_C01_0477.png,4660.png,frog
B01_C01_0478.png,4664.png,frog
B01_C01_0479.png,4669.png,frog
B01_C01_0480.png,4679.png,frog
B01_C01_0481.png,4683.png,frog
B01_C01_0482.png,4686.png,frog
B01_C01_0483.png,4694.png,frog
B01_C01_0484.png,4732.png,frog
B01_C01_0485.png,4735.png,frog
B01_C01_0486.png,4752.png,frog
B01_C01_0487.png,4753.png,frog
B01_C01_0488.png,4767.png,frog
B01_C01_0489.png,4768.png,frog
B01_C01_0490.png,4771.png,frog
B01_C01_0491.png,4786.png,frog
B01_C01_0492.png,4787.png,frog
B01_C01_0493.png,4790.png,frog
B01_C01_0494.png,4793.png,frog
B01_C01_0495.png,4806.png,frog
B01_C01_0496.png,4811.png,frog
B01_C01_0497.png,4814.png,frog
B01_C01_0498.png,4825.png,frog
B01_C01_0499.png,4832.png,frog
B01_C01_0500.png,4844.png,frog
B01_C01_0501.png,4871.png,frog
B01_C01_0502.png,4876.png,frog
B01_C01_0503.png,4878.png,frog
B01_C01_0504.png,4882.png,frog
B01_C01_0505.png,4900.png,frog
B01_C01_0506.png,4905.png,frog
B01_C01_0507.png,4908.png,frog
B01_C01_0508.png,4912.png,frog
B01_C01_0509.png,4927.png,frog
B01_C01_0510.png,4938.png,frog
B01_C01_0511.png,4947.png,frog
B01_C01_0512.png,4948.png,frog
B01_C01_0513.png,4949.png,frog
B01_C01_0514.png,4952.png,frog
B01_C01_0515.png,4960.png,frog
B01_C01_0516.png,4967.png,frog
B01_C01_0517.png,4981.png,frog
B01_C01_0518.png,5000.png,frog
B01_C01_0519.png,5001.png,frog
B01_C01_0520.png,5020.png,frog
B01_C01_0521.png,5021.png,frog
B01_C01_0522.png,5023.png,frog
B01_C01_0523.png,5026.png,frog
B01_C01_0524.png,5033.png,frog
B01_C01_0525.png,5042.png,frog
B01_C01_0526.png,5056.png,frog
B01_C01_0527.png,5060.png,frog
B01_C01_0528.png,5067.png,frog
B01_C01_0529.png,5082.png,frog
B01_C01_0530.png,5086.png,frog
B01_C01_0531.png,5096.png,frog
B01_C01_0532.png,5110.png,frog
B01_C01_0533.png,5123.png,frog
B01_C01_0534.png,5125.png,frog
B01_C01_0535.png,5135.png,frog
B01_C01_0536.png,5143.png,frog
B01_C01_0537.png,5149.png,frog
B01_C01_0538.png,5160.png,frog
B01_C01_0539.png,5168.png,frog
B01_C01_0540.png,5170.png,frog
B01_C01_0541.png,5177.png,frog
B01_C01_0542.png,5178.png,frog
B01_C01_0543.png,5183.png,frog
B01_C01_0544.png,5207.png,frog
B01_C01_0545.png,5224.png,frog
B01_C01_0546.png,5231.png,frog
B01_C01_0547.png,5264.png,frog
B01_C01_0548.png,5269.png,frog
B01_C01_0549.png,5292.png,frog
B01_C01_0550.png,5293.png,frog
B01_C01_0551.png,5303.png,frog
B01_C01_0552.png,5309.png,frog
B01_C01_0553.png,5319.png,frog
B01_C01_0554.png,5339.png,frog
B01_C01_0555.png,5354.png,frog
B01_C01_0556.png,5356.png,frog
B01_C01_0557.png,5360.png,frog
B01_C01_0558.png,5362.png,frog
B01_C01_0559.png,5375.png,frog
B01_C01_0560.png,5376.png,frog
B01_C01_0561.png,5377.png,frog
B01_C01_0562.png,5381.png,frog
B01_C01_0563.png,5382.png,frog
B01_C01_0564.png,5399.png,frog
B01_C01_0565.png,5403.png,frog
B01_C01_0566.png,5410.png,frog
B01_C01_0567.png,5420.png,frog
B01_C01_0568.png,5425.png,frog
B01_C01_0569.png,5430.png,frog
B01_C01_0570.png,5436.png,frog
B01_C01_0571.png,5444.png,frog
B01_C01_0572.png,5457.png,frog
B01_C01_0573.png,5475.png,frog
B01_C01_0574.png,5490.png,frog
B01_C01_0575.png,5498.png,frog
B01_C01_0576.png,5509.png,frog
B01_C01_0577.png,5514.png,frog
B01_C01_0578.png,5523.png,frog
B01_C01_0579.png,5527.png,frog
B01_C01_0580.png,5559.png,frog
B01_C01_0581.png,5583.png,frog
B01_C01_0582.png,5584.png,frog
B01_C01_0583.png,5589.png,frog
B01_C01_0584.png,5597.png,frog
B01_C01_0585.png,5600.png,frog
B01_C01_0586.png,5637.png,frog
B01_C01_0587.png,5662.png,frog
B01_C01_0588.png,5680.png,frog
B01_C01_0589.png,5681.png,frog
B01_C01_0590.png,5683.png,frog
B01_C01_0591.png,5690.png,frog
B01_C01_0592.png,5695.png,frog
B01_C01_0593.png,5709.png,frog
B01_C01_0594.png,5712.png,frog
B01_C01_0595.png,5719.png,frog
B01_C01_0596.png,5724.png,frog
B01_C01_0597.png,5729.png,frog
B01_C01_0598.png,5741.png,frog
B01_C01_0599.png,5746.png,frog
B01_C01_0600.png,5764.png,frog
B01_C01_0601.png,5786.png,frog
B01_C01_0602.png,5790.png,frog
B01_C01_0603.png,5797.png,frog
B01_C01_0604.png,5834.png,frog
B01_C01_0605.png,5846.png,frog
B01_C01_0606.png,5858.png,frog
B01_C01_0607.png,5879.png,frog
B01_C01_0608.png,5880.png,frog
B01_C01_0609.png,5883.png,frog
B01_C01_0610.png,5899.png,frog
B01_C01_0611.png,5901.png,frog
B01_C01_0612.png,5908.png,frog
B01_C01_0613.png,5913.png,frog
B01_C01_0614.png,5922.png,frog
B01_C01_0615.png,5965.png,frog
B01_C01_0616.png,6001.png,frog
B01_C01_0617.png,6004.png,frog
B01_C01_0618.png,6006.png,frog
B01_C01_0619.png,6026.png,frog
B01_C01_0620.png,6036.png,frog
B01_C01_0621.png,6047.png,frog
B01_C01_0622.png,6094.png,frog
B01_C01_0623.png,6096.png,frog
B01_C01_0624.png,6097.png,frog
B01_C01_0625.png,6102.png,frog
B01_C01_0626.png,6108.png,frog
B01_C01_0627.png,6119.png,frog
B01_C01_0628.png,6126.png,frog
B01_C01_0629.png,6128.png,frog
B01_C01_0630.png,6146.png,frog
B01_C01_0631.png,6149.png,frog
B01_C01_0632.png,6173.png,frog
B01_C01_0633.png,6180.png,frog
B01_C01_0634.png,6194.png,frog
B01_C01_0635.png,6214.png,frog
B01_C01_0636.png,6225.png,frog
B01_C01_0637.png,6247.png,frog
B01_C01_0638.png,6253.png,frog
B01_C01_0639.png,6255.png,frog
B01_C01_0640.png,6263.png,frog
B01_C01_0641.png,6268.png,frog
B01_C01_0642.png,6274.png,frog
B01_C01_0643.png,6278.png,frog
B01_C01_0644.png,6291.png,frog
B01_C01_0645.png,6295.png,frog
B01_C01_0646.png,6298.png,frog
B01_C01_0647.png,6301.png,frog
B01_C01_0648.png,6337.png,frog
B01_C01_0649.png,6351.png,frog
B01_C01_0650.png,6368.png,frog
B01_C01_0651.png,6392.png,frog
B01_C01_0652.png,6396.png,frog
B01_C01_0653.png,6407.png,frog
B01_C01_0654.png,6417.png,frog
B01_C01_0655.png,6418.png,frog
B01_C01_0656.png,6443.png,frog
B01_C01_0657.png,6448.png,frog
B01_C01_0658.png,6452.png,frog
B01_C01_0659.png,6455.png,frog
B01_C01_0660.png,6464.png,frog
B01_C01_0661.png,6472.png,frog
B01_C01_0662.png,6474.png,frog
B01_C01_0663.png,6487.png,frog
B01_C01_0664.png,6501.png,frog
B01_C01_0665.png,6507.png,frog
B01_C01_0666.png,6511.png,frog
B01_C01_0667.png,6518.png,frog
B01_C01_0668.png,6522.png,frog
B01_C01_0669.png,6524.png,frog
B01_C01_0670.png,6527.png,frog
B01_C01_0671.png,6537.png,frog
B01_C01_0672.png,6538.png,frog
B01_C01_0673.png,6546.png,frog
B01_C01_0674.png,6549.png,frog
B01_C01_0675.png,6552.png,frog
B01_C01_0676.png,6555.png,frog
B01_C01_0677.png,6567.png,frog
B01_C01_0678.png,6573.png,frog
B01_C01_0679.png,6579.png,frog
B01_C01_0680.png,6582.png,frog
B01_C01_0681.png,6583.png,frog
B01_C01_0682.png,6593.png,frog
B01_C01_0683.png,6600.png,frog
B01_C01_0684.png,6621.png,frog
B01_C01_0685.png,6646.png,frog
B01_C01_0686.png,6648.png,frog
B01_C01_0687.png,6665.png,frog
B01_C01_0688.png,6673.png,frog
B01_C01_0689.png,6687.png,frog
B01_C01_0690.png,6713.png,frog
B01_C01_0691.png,6722.png,frog
B01_C01_0692.png,6723.png,frog
B01_C01_0693.png,6742.png,frog
B01_C01_0694.png,6746.png,frog
B01_C01_0695.png,6748.png,frog
B01_C01_0696.png,6750.png,frog
B01_C01_0697.png,6751.png,frog
B01_C01_0698.png,6755.png,frog
B01_C01_0699.png,6756.png,frog
B01_C01_0700.png,6769.png,frog
B01_C01_0701.png,6778.png,frog
B01_C01_0702.png,6796.png,frog
B01_C01_0703.png,6805.png,frog
B01_C01_0704.png,6811.png,frog
B01_C01_0705.png,6825.png,frog
B01_C01_0706.png,6827.png,frog
B01_C01_0707.png,6830.png,frog
B01_C01_0708.png,6833.png,frog
B01_C01_0709.png,6855.png,frog
B01_C01_0710.png,6860.png,frog
B01_C01_0711.png,6889.png,frog
B01_C01_0712.png,6894.png,frog
B01_C01_0713.png,6919.png,frog
B01_C01_0714.png,6926.png,frog
B01_C01_0715.png,6927.png,frog
B01_C01_0716.png,6933.png,frog
B01_C01_0717.png,6936.png,frog
B01_C01_0718.png,6939.png,frog
B01_C01_0719.png,6942.png,frog
B01_C01_0720.png,6950.png,frog
B01_C01_0721.png,6961.png,frog
B01_C01_0722.png,6963.png,frog
B01_C01_0723.png,6969.png,frog
B01_C01_0724.png,6988.png,frog
B01_C01_0725.png,7002.png,frog
B01_C01_0726.png,7004.png,frog
B01_C01_0727.png,7021.png,frog
B01_C01_0728.png,7026.png,frog
B01_C01_0729.png,7035.png,frog
B01_C01_0730.png,7037.png,frog
B01_C01_0731.png,7042.png,frog
B01_C01_0732.png,7045.png,frog
B01_C01_0733.png,7065.png,frog
B01_C01_0734.png,7071.png,frog
B01_C01_0735.png,7074.png,frog
B01_C01_0736.png,7085.png,frog
B01_C01_0737.png,7092.png,frog
B01_C01_0738.png,7093.png,frog
B01_C01_0739.png,7134.png,frog
B01_C01_0740.png,7138.png,frog
